class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,commit,commitprevious,className,BOC,TACH,FCH,LCH,CHO,FRCH,CHD,WCD,WFR,ATAF,LCA,LCD,CSB,CSBS,ACDF,projectName,commitNumber,fullyQualifiedName,PublicFieldCount,IsAbstract,ClassLinesOfCode,WeighOfClass,FANIN,TightClassCohesion,FANOUT,OverrideRatio,LCOM3,WeightedMethodCount,LCOM2,NumberOfAccessorMethods,LazyClass,DataClass,ComplexClass,SpaghettiCode,SpeculativeGenerality,GodClass,RefusedBequest,ClassDataShouldBePrivate,BrainClass,TotalClass,LongParameterList,LongMethod,FeatureEnvy,DispersedCoupling,MessageChain,IntensiveCoupling,ShotgunSurgery,BrainMethod,TotalMethod,TotalClassMethod,DiversityTotal,DiversityMethod,DiversityClass,PROJECT_NAME,CURRENT_COMMIT,PREVIOUS_COMMIT,CLASS_CURRENTCOMMIT,CLASS_PREVIOUSCOMMIT,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_ORDERING_CHANGE,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,TOTAL_STATEMENTLEVELCHANGES,PARENT_CLASS_CHANGE,PARENT_CLASS_DELETE,PARENT_CLASS_INSERT,CLASS_RENAMING,TOTAL_CLASSDECLARATIONCHANGES,RETURN_TYPE_CHANGE,RETURN_TYPE_DELETE,RETURN_TYPE_INSERT,METHOD_RENAMING,PARAMETER_DELETE,PARAMETER_INSERT,PARAMETER_ORDERING_CHANGE,PARAMETER_RENAMING,PARAMETER_TYPE_CHANGE,TOTAL_METHODDECLARATIONSCHANGES,ATTRIBUTE_RENAMING,ATTRIBUTE_TYPE_CHANGE,TOTAL_ATTRIBUTEDECLARATIONCHANGES,ADDING_ATTRIBUTE_MODIFIABILITY,REMOVING_ATTRIBUTE_MODIFIABILITY,REMOVING_CLASS_DERIVABILITY,REMOVING_METHOD_OVERRIDABILITY,ADDING_CLASS_DERIVABILITY,ADDING_METHOD_OVERRIDABILITY,TOTAL_DECLARATIONPARTCHANGES,TOTAL_CHANGES,will_change,release
org.jfree.data.category.CategoryToPieDataset,class,13,41,2,20,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,4,1,0,3,0,1,1,0,1,135,16,1,21,0,1,3,7,30,1,18,3,0,0,0,145,1,0,Public Class,org.jfree.data.category.CategoryToPieDataset,main/java/org/jfree/data/category/CategoryToPieDataset.java,3.0,3.0,3.0,1.0,19.0,0.0,10.0,8.0,3.0,12.0,0.0,,0.0,1.0,,,12.0,3.0,12.0,26.0,0.0,0.0,0.0,12.0,,276.0,18.0,146.0,40.0,79.0,112.0,,,55.0,95.0,31.0,70.0,,,,,9.0,9.0,9.0,9.0,2.0,3.0,44.0,0.77,39,39,41,20,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.CategoryToPieDataset,3,14,3,3,1,4,0.09032258064516127,14.0,2,3.5,14,0.09032258064516127,14,0.0,0.022580645161290318,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.CategoryToPieDataset,101.0,0.7222222222222222,0.7878787878787878,0.0,1.0,0.0,0.25,18.0,9.0,46.0,0.5757575757575758,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.CategoryToPieDataset,org.jfree.data.category.CategoryToPieDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.category.SlidingCategoryDataset,class,7,34,2,19,0,0.0,0.0,19,0,18,1,0,0,18,0,0,0,3,0,0,3,0,0,0,0,3,118,24,1,6,0,1,3,11,16,9,13,1,0,0,0,134,1,0,Public Class,org.jfree.data.category.SlidingCategoryDataset,main/java/org/jfree/data/category/SlidingCategoryDataset.java,1.0,1.0,1.0,1.0,13.0,0.0,6.0,7.0,2.0,10.0,0.0,,0.0,0.0,,,19.0,3.0,19.0,33.0,0.0,1.0,0.0,18.0,,311.0,23.0,133.0,46.0,61.0,156.0,,,50.0,83.0,33.0,57.0,,,,,6.0,6.0,6.0,6.0,2.0,1.0,45.0,1.17,32,32,34,24,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.SlidingCategoryDataset,3,8,3,3,1,2,0.057142857142857134,8.0,2,4.0,8,0.057142857142857134,8,0.0,0.028571428571428567,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.SlidingCategoryDataset,93.0,0.6736842105263158,0.7111111111111111,0.0,1.0,0.0,0.16666666666666666,12.0,15.0,34.0,0.7385620915032679,0.07142857142857142,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.SlidingCategoryDataset,org.jfree.data.category.SlidingCategoryDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.category.CategoryRangeInfo,interface,1,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,Public Interface,org.jfree.data.category.CategoryRangeInfo,main/java/org/jfree/data/category/CategoryRangeInfo.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,14.0,1.0,3.0,3.0,0.0,10.0,,,1.0,2.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.CategoryRangeInfo,3,0,3,3,1,3,0.14361702127659576,0.0,2,18.0,0,0.0,0,0.0,0.04787234042553192,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.CategoryRangeInfo,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.CategoryRangeInfo,org.jfree.data.category.CategoryRangeInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.category.IntervalCategoryDataset,interface,1,4,1,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,Public Interface,org.jfree.data.category.IntervalCategoryDataset,main/java/org/jfree/data/category/IntervalCategoryDataset.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,,0.0,0.0,,,4.0,0.0,4.0,18.0,0.0,0.0,0.0,4.0,,51.0,5.0,6.0,5.0,0.0,40.0,,,4.0,5.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.67,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.IntervalCategoryDataset,3,0,3,3,1,1,0.8,0.0,2,4.0,0,0.0,0,0.0,0.8,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.IntervalCategoryDataset,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.IntervalCategoryDataset,org.jfree.data.category.IntervalCategoryDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.category.DefaultIntervalCategoryDataset,class,9,91,3,24,324,0.0,0.0,32,2,29,3,0,0,29,0,0,0,4,0,0,4,0,0,0,0,19,303,36,6,20,0,19,49,38,55,20,37,4,0,0,0,175,1,0,Public Class,org.jfree.data.category.DefaultIntervalCategoryDataset,main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java,2.0,2.0,2.0,1.0,21.0,0.0,10.0,9.0,2.0,15.0,0.0,,2.0,0.0,,,30.0,4.0,32.0,51.0,0.0,3.0,0.0,29.0,,755.0,63.0,365.0,95.0,213.0,327.0,,,139.0,222.0,70.0,164.0,,,,,9.0,9.0,10.0,7.0,3.0,4.0,77.0,0.9,82,82,91,47,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.DefaultIntervalCategoryDataset,3,54,3,3,1,3,0.14361702127659576,54.0,2,18.0,54,0.14361702127659576,54,0.0,0.04787234042553192,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.DefaultIntervalCategoryDataset,225.0,0.8705357142857143,0.8986175115207373,0.0,1.0,0.0,0.20689655172413796,11.0,23.0,87.0,0.21182266009852216,0.4,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,3,1,2,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.DefaultIntervalCategoryDataset,org.jfree.data.category.DefaultIntervalCategoryDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.category.DefaultCategoryDataset,class,7,35,2,37,0,0.0,0.0,25,0,25,0,0,0,25,0,0,0,2,1,0,2,0,0,1,0,0,123,19,2,4,0,1,0,4,14,1,12,4,0,0,0,121,1,0,Public Class,org.jfree.data.category.DefaultCategoryDataset,main/java/org/jfree/data/category/DefaultCategoryDataset.java,1.0,1.0,1.0,1.0,13.0,0.0,5.0,8.0,4.0,7.0,2.0,,0.0,1.0,,,25.0,1.0,25.0,39.0,0.0,0.0,0.0,25.0,,387.0,28.0,143.0,56.0,60.0,216.0,,,55.0,91.0,38.0,59.0,,,,,10.0,10.0,10.0,10.0,2.0,4.0,16.0,1.51,35,35,35,34,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.DefaultCategoryDataset,3,4,3,3,1,2,0.026490066225165563,4.0,2,2.0,4,0.026490066225165563,4,0.0,0.01324503311258278,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.DefaultCategoryDataset,100.0,0.79,0.8229166666666666,0.0,33.0,0.0,0.52,29.0,12.0,36.0,0.7,0.14285714285714285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.DefaultCategoryDataset,org.jfree.data.category.DefaultCategoryDataset,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
org.jfree.data.category.CategoryDataset,interface,2,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,Public Interface,org.jfree.data.category.CategoryDataset,main/java/org/jfree/data/category/CategoryDataset.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,,0.0,0.0,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,12.0,2.0,2.0,1.0,0.0,8.0,,,0.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.category.CategoryDataset,3,4,3,3,1,1,0.8,4.0,2,4.0,4,0.8,4,0.0,0.8,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.category.CategoryDataset,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.category.CategoryDataset,org.jfree.data.category.CategoryDataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.RangeType,class,1,11,1,4,0,0.0,0.0,5,0,3,2,0,0,3,0,0,0,5,4,3,2,0,0,4,0,0,41,10,0,1,0,1,3,1,6,0,6,1,0,0,0,72,17,0,Public Class,org.jfree.data.RangeType,main/java/org/jfree/data/RangeType.java,2.0,2.0,2.0,2.0,13.0,0.0,6.0,6.0,2.0,3.0,0.0,,0.0,4.0,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,97.0,12.0,46.0,17.0,22.0,39.0,,,17.0,29.0,12.0,20.0,,,,,4.0,4.0,4.0,4.0,1.0,1.0,19.0,0.85,11,11,11,11,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.RangeType,3,0,3,3,1,1,0.0975609756097561,0.0,2,4.0,0,0.0,0,0.0,0.0975609756097561,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.RangeType,32.0,0.72,0.9,0.0,2.0,0.0,1.0,0.0,0.0,13.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.RangeType,org.jfree.data.RangeType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.KeyedValues2D,interface,1,7,1,0,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,Public Interface,org.jfree.data.KeyedValues2D,main/java/org/jfree/data/KeyedValues2D.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,,0.0,0.0,,,7.0,0.0,7.0,10.0,0.0,0.0,0.0,7.0,,69.0,8.0,9.0,8.0,0.0,52.0,,,7.0,8.0,8.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.78,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.KeyedValues2D,3,4,3,3,1,1,0.3636363636363637,4.0,2,4.0,4,0.3636363636363637,4,0.0,0.3636363636363637,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.KeyedValues2D,8.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,7.0,7.0,0.0,,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.KeyedValues2D,org.jfree.data.KeyedValues2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.KeyedValueComparator,class,5,18,1,6,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,2,79,7,0,6,0,0,5,10,16,0,9,3,0,0,0,68,1,0,Public Class,org.jfree.data.KeyedValueComparator,main/java/org/jfree/data/KeyedValueComparator.java,4.0,4.0,4.0,2.0,26.0,1.0,19.0,6.0,3.0,8.0,0.0,,0.0,0.0,,,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,,125.0,12.0,81.0,16.0,47.0,32.0,,,31.0,50.0,14.0,40.0,,,,,15.0,15.0,15.0,7.0,1.0,3.0,25.0,0.4,18,18,18,10,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.KeyedValueComparator,3,13,3,3,1,3,0.1511627906976744,13.0,2,4.333333333333333,13,0.1511627906976744,13,0.0,0.050387596899224806,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.KeyedValueComparator,51.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,4.0,2.0,28.0,0.8333333333333334,,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,3,3,2,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.KeyedValueComparator,org.jfree.data.KeyedValueComparator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.ItemKey,interface,0,1,1,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,Public Interface,org.jfree.data.ItemKey,main/java/org/jfree/data/ItemKey.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,10.0,2.0,3.0,2.0,0.0,5.0,,,1.0,2.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.ItemKey,3,0,0,3,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.ItemKey,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.ItemKey,org.jfree.data.ItemKey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.json.impl.JSONValue,class,5,48,1,22,6,0.0,0.0,4,4,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,8,148,24,2,3,0,17,17,3,5,2,5,4,0,0,0,99,1,0,Public Class,org.jfree.data.json.impl.JSONValue,main/java/org/jfree/data/json/impl/JSONValue.java,9.0,8.0,12.0,6.0,54.0,4.0,37.0,13.0,1.0,14.0,0.0,,4.0,0.0,,,0.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,,312.0,25.0,151.0,9.0,107.0,137.0,,,67.0,100.0,10.0,93.0,,,,,13.0,13.0,17.0,12.0,1.0,4.0,0.0,0.91,39,32,48,25,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.json.impl.JSONValue,3,14,3,3,1,2,0.08974358974358974,14.0,2,7.0,14,0.08974358974358974,14,0.0,0.04487179487179487,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.json.impl.JSONValue,105.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,45.0,0.0,,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,2,1,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.json.impl.JSONValue,org.jfree.data.json.impl.JSONValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.json.impl.JSONStreamAware,interface,0,1,1,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,Public Interface,org.jfree.data.json.impl.JSONStreamAware,main/java/org/jfree/data/json/impl/JSONStreamAware.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,12.0,2.0,3.0,2.0,0.0,7.0,,,1.0,2.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.json.impl.JSONStreamAware,3,9,3,3,1,1,1.5,9.0,2,9.0,9,1.5,9,0.0,1.5,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.json.impl.JSONStreamAware,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.json.impl.JSONStreamAware,org.jfree.data.json.impl.JSONStreamAware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.json.impl.JSONAware,interface,0,1,1,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,Public Interface,org.jfree.data.json.impl.JSONAware,main/java/org/jfree/data/json/impl/JSONAware.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,10.0,2.0,3.0,2.0,0.0,5.0,,,1.0,2.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0,0,0,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.json.impl.JSONAware,3,0,3,3,1,2,0.08974358974358974,0.0,2,7.0,0,0.0,0,0.0,0.04487179487179487,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.json.impl.JSONAware,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.json.impl.JSONAware,org.jfree.data.json.impl.JSONAware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jfree.data.json.impl.JSONObject,class,4,14,3,20,21,0.0,0.0,7,4,6,1,0,0,6,0,0,0,1,1,0,1,0,0,1,0,10,74,7,2,3,0,0,3,1,11,0,9,2,0,0,0,101,1,0,Public Class,org.jfree.data.json.impl.JSONObject,main/java/org/jfree/data/json/impl/JSONObject.java,2.0,2.0,2.0,1.0,19.0,0.0,10.0,8.0,4.0,8.0,0.0,,4.0,1.0,,,3.0,0.0,7.0,7.0,0.0,1.0,0.0,6.0,,160.0,13.0,79.0,22.0,48.0,68.0,,,38.0,53.0,17.0,42.0,,,,,4.0,4.0,4.0,1.0,2.0,2.0,0.0,0.86,14,14,14,7,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,b3f5f21ba0fe32a8f7eccb6760a79df30628be3e,org.jfree.data.json.impl.JSONObject,3,12,3,3,1,2,0.1411764705882353,12.0,2,6.0,12,0.1411764705882353,12,0.0,0.07058823529411765,commons-bcel,fd72df7cc159ada0f5865389a55969507ed3a123,org.jfree.data.json.impl.JSONObject,56.0,1.0,1.1666666666666667,0.0,1.0,0.0,1.0,2.0,0.0,17.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,jfreechart,fd72df7cc159ada0f5865389a55969507ed3a123,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.data.json.impl.JSONObject,org.jfree.data.json.impl.JSONObject,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
